Station,Date,mean_T,min_T,max_T,Precipitation
38384001,20121117,7.3,2.9,13.1,0
38384001,20121118,6.8,5.2,12.5,0
38384001,20121119,4.4,0.5,11.9,0
38384001,20121120,4.3,-0.2,12,0
38384001,20121121,7.1,-0.3,11.4,0
38384001,20121122,8,7.2,10.4,0
38384001,20121123,7.7,3.3,12.8,0
38384001,20121124,10.6,4,15.7,0
38384001,20121125,11.5,9.5,13.3,0.4
38384001,20121126,11.2,8.2,17.1,66.3
38384001,20121127,4.9,3.4,6.7,24.5
38384001,20121128,4,3.2,5,35.9
38384001,20121129,2.5,1.9,4.1,4.4
38384001,20121130,1.4,0.4,2.8,0
38384001,20121201,-0.8,-1.3,1.2,0
38384001,20121202,-2.1,-6.3,1,1
38384001,20121203,-1.1,-7.4,8.4,4.6
38384001,20121204,5,1,7.3,1.8
38384001,20121205,2,0.6,4.9,4.6
38384001,20121206,0.2,-1.3,2.8,0
38384001,20121207,-0.9,-4.2,1,10.8
38384001,20121208,0.3,-1.6,0.9,0.2
38384001,20121209,-2,-6.6,1.3,0
38384001,20121210,0.3,-7.5,2.5,2.2
38384001,20121211,-0.9,-1.3,0.6,0
38384001,20121212,-5.3,-11.4,-1.1,0
38384001,20121213,1,-4.6,6,0
38384001,20121214,4.9,1.3,9.9,6.8
38384001,20121215,10.5,6.2,13.8,0.2
38384001,20121216,9.8,6.9,13.4,3
38384001,20121217,6,3.7,8.6,2
38384001,20121218,4.4,1,7.3,1.4
38384001,20121219,2,-1.5,5.9,0
38384001,20121220,3.7,-1.2,6.2,3.4
38384001,20121221,5.1,1.4,7.8,0
38384001,20121222,5.6,4.4,6.6,6.4
38384001,20121223,7.2,5.1,12.2,0
38384001,20121224,9,3.3,11.5,0
38384001,20121225,10.7,9.5,13.3,6.6
38384001,20121226,5.8,2.1,10.2,0
38384001,20121227,7.5,-0.3,11.3,2.6
38384001,20121228,5.6,3.5,9.9,0
38384001,20121229,6.5,0.2,12.8,0
38384001,20121230,4,-0.4,11.3,0
38384001,20121231,4.4,-2.2,9.1,0
38384001,20130101,6.1,4.6,7.6,12.4
38384001,20130102,3.8,3.1,6,0
38384001,20130103,1.3,-3.5,6.4,0
38384001,20130104,4.7,-0.3,6.8,0
38384001,20130105,5.8,5.5,6.7,0
38384001,20130106,4.5,4,5.5,0
38384001,20130107,3.8,3.6,5.7,0
38384001,20130108,0.2,-3.1,4.4,0
38384001,20130109,0,-2.5,1.7,0
38384001,20130110,0.6,-1.4,4.4,6.8
38384001,20130111,3.7,1.3,5.4,5.6
38384001,20130112,1.8,-2.2,5.7,3.6
38384001,20130113,3.1,1.8,4.3,0.2
38384001,20130114,0.8,0.4,2,0
38384001,20130115,-1.8,-4.7,-0.2,9.6
38384001,20130116,-4.5,-13.8,-0.2,0
38384001,20130117,-5.2,-6.3,-4.2,0
38384001,20130118,-4.2,-7.5,-1.2,1.4
38384001,20130119,0.7,-2.9,4.5,0.2
38384001,20130120,2.8,0.5,7.7,5.2
38384001,20130121,1,-3.8,4.9,0.2
38384001,20130122,2.2,-1.4,7.8,0
38384001,20130123,1.1,-1.2,3.2,0
38384001,20130124,-0.3,-2.1,0.5,0
38384001,20130125,-1.6,-2.1,-0.3,0
38384001,20130126,-1.3,-6.5,3.3,0
38384001,20130127,1.7,-2,4,14.5
38384001,20130128,2.6,0.3,7.1,0
38384001,20130129,3.7,-2.3,6.8,0.2
38384001,20130130,9.2,4.5,14,1.2
38384001,20130131,6.1,-1.5,12,0.2
38384001,20130201,9.2,4.2,12.7,3
38384001,20130202,4.1,2.7,5.5,2.8
38384001,20130203,0.9,-0.3,4,0.8
38384001,20130204,2,-2,5.5,1.2
38384001,20130205,5.3,1.6,11.6,2.2
38384001,20130206,1,-1.9,3,3.4
38384001,20130207,0.1,-0.9,2.5,0.6
38384001,20130208,-0.7,-2.8,2,0.4
38384001,20130209,-0.8,-2.7,2.1,0.4
38384001,20130210,-1.7,-6.4,1.2,11.8
38384001,20130211,0.5,-1.1,2.4,12.5
38384001,20130212,0.7,0.1,1.5,3
38384001,20130213,-2.2,-2.6,-0.7,0
38384001,20130214,-2.4,-9.7,1.2,2
38384001,20130215,2.4,0.4,4.8,0
38384001,20130216,0.7,0.1,3.5,0
38384001,20130217,-0.9,-7.8,4.8,0
38384001,20130218,-0.6,-4.8,5.4,0
38384001,20130219,0.6,-4.2,8.1,0
38384001,20130220,-0.2,-5.3,4.3,0
38384001,20130221,-1,-1.9,-0.2,0
38384001,20130222,-2.7,-4,-1.2,0
38384001,20130223,-3.9,-5,-2.7,0
38384001,20130224,-3.8,-4.7,-1.7,0
38384001,20130225,-2.7,-6.6,0.3,0
38384001,20130226,-2.5,-8.6,3,0
38384001,20130227,-1.6,-7.1,3.6,0
38384001,20130228,1.4,-5.1,9.9,0
38384001,20130301,-0.6,-5,1.9,0
38384001,20130302,1.3,0.2,2.7,0
38384001,20130303,2.6,-1.8,9.5,0
38384001,20130304,6.1,-1.5,14.3,0
38384001,20130305,5.6,0.4,11.2,1
38384001,20130306,6.8,2.1,9,1.4
38384001,20130307,10,4.9,16.5,5.2
38384001,20130308,8.6,8.3,11.5,4.8
38384001,20130309,7.7,4,14.1,0
38384001,20130310,8.3,1.1,15.6,7.4
38384001,20130311,9,3.5,14.9,0.2
38384001,20130312,8.3,5.4,13.6,0
38384001,20130313,0.7,-0.2,2.3,0
38384001,20130314,-0.7,-3.8,3.3,0
38384001,20130315,-0.4,-2.6,3.8,0
38384001,20130316,3.6,-7.7,11.7,0
38384001,20130317,7.2,3.6,12.4,17.3
38384001,20130318,3.8,0.1,8,5.4
38384001,20130319,7,2.6,11.7,0.4
38384001,20130320,6,3.5,11.6,2.6
38384001,20130321,6.2,-0.9,12.7,0
38384001,20130322,9.6,1.4,16.9,0
38384001,20130323,9.1,6.4,12.6,14.7
38384001,20130324,7.2,6.6,9.1,3.2
38384001,20130325,5.5,3.7,9.3,0
38384001,20130326,3,1.6,5.8,0
38384001,20130327,6.3,-3.1,14.1,5
38384001,20130328,6.9,6.4,8.2,24.5
38384001,20130329,6.4,3.9,9.7,13
38384001,20130330,7.9,6.5,10.8,14.4
38384001,20130331,3.9,2,7.7,0
38384001,20130401,4.3,-3.8,9.9,0
38384001,20130402,7.8,5.1,12.3,0
38384001,20130403,7,1.9,12.6,0
38384001,20130404,8.2,1.6,14.2,0.4
38384001,20130405,6.4,5.6,8.1,0.2
38384001,20130406,5.5,4,8.3,0
38384001,20130407,5.7,2.8,9.7,0
38384001,20130408,6.6,1.6,11.8,2
38384001,20130409,8.3,3,13.7,1.8
38384001,20130410,11.1,2.4,16.8,1.2
38384001,20130411,12.4,8.5,17.8,15.5
38384001,20130412,9.8,4.5,17.3,2.2
38384001,20130413,10.6,2,19,0
38384001,20130414,14.7,5.6,22.2,0
38384001,20130415,15.8,5,23.8,0
38384001,20130416,15.7,6.2,22.4,0
38384001,20130417,17.3,5.8,25.2,0
38384001,20130418,16.3,8.6,24.6,5.8
38384001,20130419,8.4,7.2,9.5,11.4
38384001,20130420,6.1,4.7,7.4,4.2
38384001,20130421,8.1,6.4,10.6,0
38384001,20130422,9.9,7.5,12.5,0
38384001,20130423,10.6,3.2,17.3,0
38384001,20130424,12.8,2.7,22,0
38384001,20130425,15.7,5.4,24.5,0
38384001,20130426,14.2,10.7,16.9,21.3
38384001,20130427,4.3,0.4,7.1,23.1
38384001,20130428,5.2,1,7.4,3.4
38384001,20130429,7.6,5.6,10.4,10.4
38384001,20130430,13.8,8.3,19.3,0.2
38384001,20130501,12.5,9.9,15.9,2.4
38384001,20130502,13.9,7.7,20,21.7
38384001,20130503,10.8,9.8,14.2,3.2
38384001,20130504,11.2,7.7,15.1,0
38384001,20130505,12.4,3.9,18,3.2
38384001,20130506,13.9,10.5,19.7,0
38384001,20130507,13.5,7.1,21.1,0
38384001,20130508,16.2,6.4,23.1,2
38384001,20130509,16,13.4,22.5,45.6
38384001,20130510,11.1,9.1,14.4,0.4
38384001,20130511,11.5,8,15.9,0
38384001,20130512,10.2,8.3,13.7,0
38384001,20130513,11.1,1.3,18.3,0
38384001,20130514,14.9,4.8,22.9,0
38384001,20130515,12.8,11.6,15.4,18.5
38384001,20130516,7.8,6.6,9,11
38384001,20130517,9.5,7.4,15.1,1.2
38384001,20130518,9.7,4,14,6.2
38384001,20130519,9.6,2.6,14.1,2.4
38384001,20130520,11.8,6.6,17.2,0
38384001,20130521,11.3,8.1,14.2,3.8
38384001,20130522,9.4,9.2,10.9,0
38384001,20130523,8.6,6.5,15.2,1.2
38384001,20130524,6.4,3.8,10.9,9.8
38384001,20130525,6.6,3.8,10.5,2.6
38384001,20130526,8.8,4.5,14,0
38384001,20130527,12,1,19.6,0
38384001,20130528,10.3,7.5,16.6,22.7
38384001,20130529,8.8,6.4,13.5,0.8
38384001,20130530,9.4,6.2,13.1,2.6
38384001,20130531,10.7,8.1,12.6,9.2
38384001,20130601,12.4,10.7,15.4,0
38384001,20130602,12.7,10.2,16.6,0
38384001,20130603,12.6,6,18.3,0
38384001,20130604,13.4,5.5,19.2,0
38384001,20130605,17.3,8.6,24.1,0
38384001,20130606,19,10.8,24.9,0.2
38384001,20130607,18.8,10.6,26.1,0
38384001,20130608,15.6,10.8,22.7,1.8
38384001,20130609,14.3,10,19.7,17.8
38384001,20130610,15,9.3,21.1,0.2
38384001,20130611,16.2,9.4,21.8,0
38384001,20130612,18.5,10.8,24.3,0
38384001,20130613,19,12,28.6,7.2
38384001,20130614,16.2,12.5,21.6,0
38384001,20130615,21,13.4,28.6,0
38384001,20130616,21.9,14.1,28.2,0
38384001,20130617,23,13.3,30.3,0
38384001,20130618,24.2,15.4,31.5,0
38384001,20130619,21.3,16.3,27.8,5.6
38384001,20130620,18.1,16,23.1,0
38384001,20130621,18.3,9.1,24.3,0
38384001,20130622,19.3,15.1,24.1,0
38384001,20130623,17,15.8,19.6,0.6
38384001,20130624,12.9,10.1,17,0.4
38384001,20130625,14.3,8.5,19.2,0
38384001,20130626,14.5,8.8,20.3,0
38384001,20130627,13.2,6.4,19.9,0
38384001,20130628,12.7,5.9,17.3,0.4
38384001,20130629,13.7,11.5,16.2,6.2
38384001,20130630,17.3,12.8,22.3,0
38384001,20130701,19.7,7.6,28.1,0
38384001,20130702,21.2,12.7,27.3,0.6
38384001,20130703,18.9,15,23.3,4
38384001,20130704,18.4,15.9,22.4,0
38384001,20130705,19.4,11.6,25.2,0.2
38384001,20130706,20.8,11.8,27.3,0
38384001,20130707,21.8,13.6,27.9,0
38384001,20130708,22.3,14.5,29.4,0.2
38384001,20130709,,14.8,29.8,10
38384001,20130710,,15,28.3,3.4
38384001,20130711,21.1,14.7,27.3,0.2
38384001,20130712,20.4,13,27.2,0
38384001,20130713,20.4,12.7,27.2,0
38384001,20130714,20.8,11.9,27.6,0.2
38384001,20130715,21.8,12.9,29.1,0
38384001,20130716,21.8,12.9,29.7,0
38384001,20130717,22,14.6,29.3,6
38384001,20130718,19.1,17.3,24.2,19.4
38384001,20130719,21.2,15.4,28.7,0.2
38384001,20130720,22.1,14.1,30.1,0
38384001,20130721,23.8,15.7,32,0
38384001,20130722,23.5,16.6,32.8,0
38384001,20130723,23.4,15.5,31.3,4
38384001,20130724,23.4,16.4,30.9,0
38384001,20130725,25.1,16.9,33,0
38384001,20130726,25.7,17.5,32.5,0
38384001,20130727,27.1,17.2,33.9,0
38384001,20130728,21.6,18.6,31.3,50
38384001,20130729,18,16.2,22.4,12
38384001,20130730,20,14.2,25.5,0
38384001,20130731,21.3,12.7,28.5,0.2
38384001,20130801,24.3,15.3,31.1,0
38384001,20130802,24.7,15.6,31,0
38384001,20130803,24.2,18,29.8,0
38384001,20130804,23,16.4,29,0.2
38384001,20130805,24.2,16.4,30.9,0
38384001,20130806,23,15.8,28.4,1.2
38384001,20130807,18.2,16.7,22.7,27.5
38384001,20130808,17.8,15.9,21.5,6.4
38384001,20130809,19.2,15,23.5,0
38384001,20130810,19.9,15,24.5,0
38384001,20130811,18.3,11.7,24.5,0
38384001,20130812,20.8,11,29.7,0
38384001,20130813,20,17.7,24.1,0
38384001,20130814,17.2,11.1,22.6,0
38384001,20130815,17.9,9,25.9,0.2
38384001,20130816,20.9,12.8,28.5,0
38384001,20130817,21.3,14.6,28.5,0.2
38384001,20130818,22.8,13.8,29.6,0
38384001,20130819,20.6,17.3,25.2,0
38384001,20130820,18.1,10.9,25.1,0
38384001,20130821,17.1,7.7,25.1,0.2
38384001,20130822,20,10,28.4,0
38384001,20130823,21.2,11.7,29.9,0
38384001,20130824,17.8,15.3,24.3,17.2
38384001,20130825,15.6,11.8,20.1,0
38384001,20130826,15.1,9.1,20.9,0.2
38384001,20130827,15,9,19.8,0.6
38384001,20130828,16.5,14.2,21.4,0.2
38384001,20130829,16.4,8.8,23.1,0.2
38384001,20130830,17.3,9.3,24.5,0
38384001,20130831,18.6,10.7,25.2,0
38384001,20130901,17.8,13.5,23.4,0
38384001,20130902,15.5,9.7,23.3,0
38384001,20130903,17,6.7,26.1,0.2
38384001,20130904,21.8,11.3,30.1,0
38384001,20130905,22.5,13.7,30.3,0
38384001,20130906,21.8,14.2,28.7,0
38384001,20130907,18.8,16.1,24,38
38384001,20130908,16,14.3,19.6,7.8
38384001,20130909,14.7,8.2,20.2,0
38384001,20130910,15.6,11.5,20.7,0
38384001,20130911,12.6,9,17,0.6
38384001,20130912,13.2,10.4,17.3,0.2
38384001,20130913,14,7.2,20.3,0.2
38384001,20130914,16.4,9.1,23.1,9
38384001,20130915,14.8,13.1,17.8,1
38384001,20130916,12.8,10.3,15.8,2.6
38384001,20130917,12.2,9.1,15.7,0.2
38384001,20130918,14.3,10.5,20.7,1
38384001,20130919,13.9,12.5,17.7,0
38384001,20130920,14.5,5.9,21.1,0
38384001,20130921,14,8.4,19.4,0.2
38384001,20130922,13.9,7.6,21.4,0.2
38384001,20130923,15.3,7.3,24,0.4
38384001,20130924,17.8,9.9,24.4,0.2
38384001,20130925,17.9,11,24.3,0
38384001,20130926,17.9,13,25.3,0.2
38384001,20130927,19.1,12.6,25.6,0
38384001,20130928,18.5,15.8,22.2,5.4
38384001,20130929,15.8,14.5,18.1,24.5
38384001,20130930,15.7,14.2,20.4,0.4
38384001,20131001,15.9,9.7,23.1,0
38384001,20131002,17.8,12.2,24.8,0.2
38384001,20131003,18.3,14.1,22.2,0
38384001,20131004,16.8,15.1,19.7,37
38384001,20131005,16.2,14.8,19.2,0.8
38384001,20131006,14.2,12.6,16.3,0
38384001,20131007,13,12,13.7,0
38384001,20131008,14.3,12.9,16.5,0.2
38384001,20131009,13.3,12.8,15.6,0
38384001,20131010,9.2,6.9,12.2,6.6
38384001,20131011,7.1,6,9.7,0
38384001,20131012,6.4,0.8,9.2,14.4
38384001,20131013,10.3,6,14.4,0
38384001,20131014,13.6,9.1,18,0.4
38384001,20131015,12.5,11.1,14.2,18.4
38384001,20131016,14.4,12.2,18.7,1
38384001,20131017,13.3,11.3,17.4,0
38384001,20131018,10.8,4.8,17.2,0.2
38384001,20131019,15.7,8.2,22.4,5
38384001,20131020,13.1,11.4,15.3,31
38384001,20131021,15.5,10.1,21.4,0.2
38384001,20131022,18.7,13.3,23.2,0.2
38384001,20131023,15,13.8,16.5,82
38384001,20131024,14.4,8.7,21.1,0.2
38384001,20131025,16.6,10.8,23.1,0.2
38384001,20131026,17.5,11.2,22.5,0
38384001,20131027,16.7,15.2,20,0.6
38384001,20131028,15.1,7.7,21.7,9.4
38384001,20131029,10.9,9.5,14.4,0
38384001,20131030,8.6,6.3,12.6,0
38384001,20131031,7.8,3.2,12.1,0
38384001,20131101,11.8,5.8,17.2,4.6
38384001,20131102,14.6,13.2,16.4,15.9
38384001,20131103,10.1,7.3,13.7,8.5
38384001,20131104,9.8,5.8,11.8,5.8
38384001,20131105,6.8,2.4,9.8,10.6
38384001,20131106,12.6,7.2,17.5,0
38384001,20131107,12.4,9.5,18.7,0.2
38384001,20131108,12,6.8,17,6.4
38384001,20131109,9.8,7.6,13.2,2.8
38384001,20131110,7.6,5.9,11.4,10.4
38384001,20131111,4.4,2.9,7.9,0
38384001,20131112,2.8,-0.6,7.4,0
38384001,20131113,4.4,-1.7,7.4,0
38384001,20131114,4.7,2.9,7.5,8.6
38384001,20131115,3.4,2.4,5.8,0.2
38384001,20131116,2.3,-1.1,4.2,0
38384001,20131117,4.5,2.9,6.9,0
38384001,20131118,4.9,0.2,8.4,0
38384001,20131119,3.1,0.9,4.8,21.9
38384001,20131120,-0.1,0,1.2,24.5
38384001,20131121,-0.1,-4,2.6,1.4
38384001,20131122,0.5,-5.5,1.2,0.6
38384001,20131123,2.2,0.6,4,0.4
38384001,20131124,4.6,3,6.1,0
38384001,20131125,1.6,0.8,3.8,0
38384001,20131126,-0.1,-3,3.3,0
38384001,20131127,-2.3,-5,1.3,0
38384001,20131128,-3.6,-7.7,0.3,0
38384001,20131129,-0.8,-7.4,1.7,2.2
38384001,20131130,1.4,0.2,3.9,0.8
38384001,20131201,-0.6,-2.5,0.7,0
38384001,20131202,0.5,-1.1,3.5,0
38384001,20131203,0.9,-4,8.5,0
38384001,20131204,2.9,-3.9,10.8,0
38384001,20131205,1.7,0.3,3.4,0
38384001,20131206,3.3,0.7,5.6,0
38384001,20131207,0.4,-2.4,4.6,0
38384001,20131208,-1.3,-5.9,6.9,0
38384001,20131209,0,-6.4,9.9,0
38384001,20131210,-0.2,-5.6,8,0
38384001,20131211,1.9,-2.9,9.7,0
38384001,20131212,2.9,-0.5,12.2,0
38384001,20131213,2.3,-0.5,9.5,0
38384001,20131214,2.5,-1.9,6,0
38384001,20131215,1.8,-3.6,8.6,0
38384001,20131216,5.4,-1.2,12.4,0
38384001,20131217,8,1.9,12.2,0
38384001,20131218,6.1,2.7,13.4,0
38384001,20131219,8.2,1.7,9.7,23.2
38384001,20131220,5.8,5.6,6.7,2
38384001,20131221,4.5,2,9.1,0
38384001,20131222,9.2,1.7,13.9,2
38384001,20131223,8.6,6.7,12.5,0.2
38384001,20131224,13.2,6.5,14.8,1.4
38384001,20131225,8.6,6.9,12.6,33.6
38384001,20131226,3.9,2.2,5.5,0.6
38384001,20131227,2.9,-2.8,8.5,0
38384001,20131228,6.4,2.9,15.6,14.3
38384001,20131229,3.7,0.4,7.6,0.8
38384001,20131230,1.5,-1.9,6.5,0
38384001,20131231,3.1,-3.6,9.1,0.2
38384001,20140101,7,3.8,11.2,0
38384001,20140102,7.5,5.7,11.6,4
38384001,20140103,6.4,1.9,8.4,12.6
38384001,20140104,6.6,6.4,9.6,33.2
38384001,20140105,3,-0.2,8.1,0
38384001,20140106,6.5,-0.4,12,0
38384001,20140107,9.6,6.1,14.2,0
38384001,20140108,9.7,6.2,13.6,0
38384001,20140109,9.7,8.7,11.6,0
38384001,20140110,5.3,2.4,8.6,0.2
38384001,20140111,7.1,1.8,10.5,0
38384001,20140112,4.3,-0.7,11,0
38384001,20140113,4.5,1.6,6,30.1
38384001,20140114,3.8,1.7,7.1,1.6
38384001,20140115,3.5,1.1,6.6,0
38384001,20140116,6.9,1.8,9.2,11.6
38384001,20140117,5.2,2.5,8.9,3.4
38384001,20140118,7.8,0,13.5,0
38384001,20140119,6.2,5.1,7.5,17
38384001,20140120,4,2.7,4.8,6.4
38384001,20140121,3.4,3.2,3.8,0.4
38384001,20140122,3,2.1,7.1,0.6
38384001,20140123,4.2,0,8.6,9
38384001,20140124,2.1,1.6,3.2,0.4
38384001,20140125,1.1,-4.7,5.1,0.6
38384001,20140126,5.3,1.5,8.8,3.8
38384001,20140127,3.6,-0.1,9,0.2
38384001,20140128,2.6,-1.9,7.5,1
38384001,20140129,2.5,-1.2,4.9,0.4
38384001,20140130,2.1,-1.2,4.5,3.2
38384001,20140131,2.5,-0.7,7.2,0
38384001,20140201,4.8,-1.5,8,9
38384001,20140202,3.6,2.2,5.4,0.6
38384001,20140203,4.1,-0.9,11,0
38384001,20140204,3.9,0.7,9,0.4
38384001,20140205,5.5,0.2,9.9,7.2
38384001,20140206,5.4,-0.8,13.5,5.6
38384001,20140207,6.6,4.6,8.2,19.5
38384001,20140208,4.9,0.3,8,7
38384001,20140209,5.6,1.9,9.7,0
38384001,20140210,5.7,-0.6,7.1,24.1
38384001,20140211,4,-0.7,9.4,0.4
38384001,20140212,6.5,2.2,10.4,0
38384001,20140213,6.7,4.3,10.7,2.2
38384001,20140214,5.8,-0.7,10.2,0
38384001,20140215,9.2,4.6,16.1,21.5
38384001,20140216,4.7,3.3,6.4,0
38384001,20140217,4.4,-1.3,10.3,0
38384001,20140218,5.5,2,9,0
38384001,20140219,6.9,4,10.7,0
38384001,20140220,7.8,0.4,13.1,5.8
38384001,20140221,5.8,4.4,8.7,9.3
38384001,20140222,5.4,-2.6,11.6,0
38384001,20140223,7,1.2,13.8,0
38384001,20140224,8,-0.3,13.7,0
38384001,20140225,7,-1.1,12.6,14
38384001,20140226,2.6,0.3,4,17.3
38384001,20140227,4.1,0.3,7.7,2.8
38384001,20140228,3.9,3,6.6,5
38384001,20140301,3.6,-0.1,7.1,1.4
38384001,20140302,4.4,1.7,9,3.2
38384001,20140303,5.1,1.4,8.5,1.2
38384001,20140304,4.8,3.2,8.1,1.2
38384001,20140305,6.1,2.6,10.5,0
38384001,20140306,5,1.1,11.2,0
38384001,20140307,6.4,-2,14.8,0
38384001,20140308,7.3,-1.8,16.9,0
38384001,20140309,8.9,1.5,18.2,0
38384001,20140310,7.9,1.5,16.1,0
38384001,20140311,6,0.3,12.6,0
38384001,20140312,8.1,0.5,16.8,0
38384001,20140313,8.2,0.1,17.5,0
38384001,20140314,8.8,0.3,17.5,0
38384001,20140315,8.5,1.9,15.7,0
38384001,20140316,11.2,6.4,16.9,0
38384001,20140317,11.2,5.9,18.4,0
38384001,20140318,12.3,2,22.2,0
38384001,20140319,9.8,5.9,15.3,0
38384001,20140320,11.1,0.5,18.2,0
38384001,20140321,12.5,9.8,16.3,0.2
38384001,20140322,8.4,6.7,10.3,23.7
38384001,20140323,4.3,2.4,8.8,8
38384001,20140324,3.6,0.9,8.4,0.2
38384001,20140325,4.4,-0.5,8.7,0
38384001,20140326,5.3,-1.2,10.7,0
38384001,20140327,5.6,-2.2,11.6,0
38384001,20140328,8,-2.1,15.7,0
38384001,20140329,10.3,1.5,18.6,0
38384001,20140330,12,6.1,17.8,0
38384001,20140331,11.1,1.8,18.4,0
38384001,20140401,11.3,3.8,17.4,0
38384001,20140402,13.4,9.2,19.5,0
38384001,20140403,12.3,8.6,16,0
38384001,20140404,13.4,9.8,16.3,0
38384001,20140405,11.4,9.9,13.9,0
38384001,20140406,12.7,8.5,18.6,0
38384001,20140407,15.1,3.3,23.8,6.8
38384001,20140408,11.2,10.6,14.7,7.5
38384001,20140409,9.9,3.3,15.9,0
38384001,20140410,10.1,0.3,19.2,0
38384001,20140411,13,3.5,21.8,0
38384001,20140412,13.3,3.9,20.6,0
38384001,20140413,12.9,9.8,17.7,0
38384001,20140414,11.8,3,17.7,0
38384001,20140415,9.4,4.8,15,0
38384001,20140416,7.4,-0.3,14.4,0
38384001,20140417,9.8,0.2,17.9,0
38384001,20140418,8.8,0.5,14.8,0
38384001,20140419,5.8,1.8,11.2,0
38384001,20140420,7,-1.4,13,11.4
38384001,20140421,11.1,7.3,16.1,0.2
38384001,20140422,12.1,6.9,18,7.2
38384001,20140423,13.9,9,21,0.2
38384001,20140424,15.4,6.3,21.5,0
38384001,20140425,12.5,9.3,14.7,0.8
38384001,20140426,12.7,9.8,19.2,6
38384001,20140427,10.4,7.7,15.4,1.6
38384001,20140428,10,6.9,14.6,0
38384001,20140429,11.8,6.1,17.5,6.4
38384001,20140430,10.1,8,13,2
38384001,20140501,11.7,7.7,18.1,35.2
38384001,20140502,10.7,7.7,14.5,5.6
38384001,20140503,8.8,8.3,10.3,0.2
38384001,20140504,8.1,3.8,14.1,0
38384001,20140505,13.8,2,22.5,0
38384001,20140506,13.3,6.5,20.4,5.2
38384001,20140507,12.6,10.5,19.2,4.4
38384001,20140508,13.9,4.6,21.6,0
38384001,20140509,16.4,10,22.4,0.2
38384001,20140510,16.1,9.7,21.6,0.8
38384001,20140511,12.8,10.7,19,0.4
38384001,20140512,10.7,4.7,15.4,0.6
38384001,20140513,9,6.5,12.8,3.2
38384001,20140514,10,5.5,15.5,0.2
38384001,20140515,9.8,4.3,15.7,0
38384001,20140516,10,2.5,17.1,0
38384001,20140517,12.6,3.2,20.3,0
38384001,20140518,15.3,4,22.4,0
38384001,20140519,15.1,6.7,22.1,0
38384001,20140520,16.5,11.4,19.8,0
38384001,20140521,19.6,11.7,27.4,0
38384001,20140522,16,11.8,23.6,21.3
38384001,20140523,14.6,8.3,21.8,0.2
38384001,20140524,12.9,4.6,21.1,0
38384001,20140525,14,6.4,21.2,1.4
38384001,20140526,14.2,11.1,20.6,18.6
38384001,20140527,10.7,9.7,12.6,3.8
38384001,20140528,12.8,5.7,19.7,0
38384001,20140529,14.8,6.9,19.9,0
38384001,20140530,15.7,10.2,21.5,0.4
38384001,20140531,15,9.3,20.4,0
38384001,20140601,15.5,5.7,21.8,0
38384001,20140602,15.6,10.8,19.9,0
38384001,20140603,16.8,9.6,22.8,0
38384001,20140604,13.8,10.2,17.4,4.8
38384001,20140605,15.1,6.3,23,0
38384001,20140606,19.2,10.4,25.5,0
38384001,20140607,21.8,10.7,28.7,0
38384001,20140608,23.9,16,31.7,0
38384001,20140609,24.4,14.3,32.8,0
38384001,20140610,22.8,17,31.8,0
38384001,20140611,22.8,12.4,29.7,0
38384001,20140612,23.8,16.1,29.8,0
38384001,20140613,23.1,15.9,29.7,0
38384001,20140614,20.1,14.4,25.7,0
38384001,20140615,16.9,12.5,21.2,0
38384001,20140616,18.2,9.7,24.7,0
38384001,20140617,15.9,12.6,23.4,10
38384001,20140618,14.3,12.3,20.4,20
38384001,20140619,17.3,8.8,24.3,0.2
38384001,20140620,18.7,10.6,25.3,0
38384001,20140621,19.1,9.8,27.1,0
38384001,20140622,22.8,13.1,30.8,0
38384001,20140623,20.9,14.5,29.1,15.7
38384001,20140624,19.2,14.9,24.4,0
38384001,20140625,19.9,13.6,26.1,0
38384001,20140626,18.7,10.6,25.6,0
38384001,20140627,20.2,11.9,27.2,0
38384001,20140628,20.9,13.4,28.5,20
38384001,20140629,15.1,12.3,20.2,8
38384001,20140630,16.4,11,21.9,0
38384001,20140701,18.3,8.5,24.6,1
38384001,20140702,19.2,16.1,25,2
38384001,20140703,21.4,13.2,28.1,0
38384001,20140704,20.3,16.9,26.4,12.5
38384001,20140705,20.8,15.4,26.8,0
38384001,20140706,21.7,15.1,28.8,5.2
38384001,20140707,16.5,15.4,20,11
38384001,20140708,14.9,12.9,20.3,7
38384001,20140709,13,10.8,16.7,18.2
38384001,20140710,12.7,10.5,14.5,6.4
38384001,20140711,14.9,13.3,16.8,0.6
38384001,20140712,15.4,13.2,20.2,4.6
38384001,20140713,16.9,11.6,23.5,7.2
38384001,20140714,18.1,14.6,22.9,5.1
38384001,20140715,18.4,9.5,24.6,0.2
38384001,20140716,20.9,11.2,28,0
38384001,20140717,23.9,13.9,32.1,0
38384001,20140718,24.4,15.3,31.1,0
38384001,20140719,23,15.7,29,0
38384001,20140720,17.6,14.8,23.2,22
38384001,20140721,16,12.2,18.1,33.7
38384001,20140722,17.5,16.3,18.5,1
38384001,20140723,21,17.4,25.3,0
38384001,20140724,21.1,16.3,27.1,0.2
38384001,20140725,21,15.1,28,8.6
38384001,20140726,18.9,14.6,24.6,0.2
38384001,20140727,19.5,11.7,25.2,0
38384001,20140728,17.2,13.7,22.5,6.4
38384001,20140729,14.8,13.5,16.6,22.9
38384001,20140730,17.3,14.6,20.9,9
38384001,20140731,20.3,14,24.9,0
